filename,width,height,class,xmin,ymin,xmax,ymax
10155094_700372956741133_7069081743790200486_n.jpg,960,720,license_plate,824,291,833,294
10155094_700372956741133_7069081743790200486_n.jpg,960,720,license_plate,732,303,747,308
10155094_700372956741133_7069081743790200486_n.jpg,960,720,license_plate,210,431,304,467
39393102_1583690008409419_6799244125070688256_o.jpg,1515,991,license_plate,1426,273,1490,292
39393102_1583690008409419_6799244125070688256_o.jpg,1515,991,license_plate,356,689,737,803
12891690_820468201398274_1903838093086549842_o.jpg,2048,1536,license_plate,280,1015,621,1129
18527837_1140026666109091_1298426651703347111_n.jpg,621,507,license_plate,450,271,551,303
10247208_496839287094502_3408181046228893346_n.jpg,403,269,license_plate,336,110,369,118
10247208_496839287094502_3408181046228893346_n.jpg,403,269,license_plate,163,190,265,213
26757873_1348864391891983_2116572589864838845_o.jpg,1292,846,license_plate,837,406,1041,465
12841162_806980286080399_5851087271989728029_o.jpg,1372,923,license_plate,540,422,695,465
13241398_850776091700818_8355220361758443368_n.jpg,720,706,license_plate,277,314,363,337
66064458_2023562464422169_5923075035819409408_o.jpg,1791,1575,license_plate,663,911,1146,1006
38138925_1556225871155833_7330172593334386688_o.jpg,1200,784,license_plate,261,547,472,617
78357442_2315762131868866_1520603407025438720_o.jpg,1613,897,license_plate,1110,407,1347,479
54142960_1857399887705095_8918034243322380288_o.jpg,1899,1103,license_plate,1355,662,1630,774
10467056_535117836599980_5354961771424611065_o.jpg,2048,1536,license_plate,263,685,309,699
10467056_535117836599980_5354961771424611065_o.jpg,2048,1536,license_plate,521,692,562,702
10467056_535117836599980_5354961771424611065_o.jpg,2048,1536,license_plate,1122,803,1231,839
12670695_823950337716727_3534925876139362987_n.jpg,539,544,license_plate,196,331,298,356
85013842_2456069867838091_75990723224141824_o.jpg,2048,1508,license_plate,122,797,346,959
14516609_938333179611775_6094326846846108546_n.jpg,336,308,license_plate,128,205,201,223
30822236_1444062089038879_3977279385674398953_o.jpg,2048,1536,license_plate,270,1013,612,1143
46486188_1699943126784106_7773565522116870144_o.jpg,1324,1074,license_plate,405,757,783,834
32190970_1454743187970769_3306187385473073152_n.jpg,470,399,license_plate,172,295,303,336
11011127_681485878629841_2232953469868877737_n.jpg,720,960,license_plate,242,675,505,731
27750767_1368943733217382_4422065257334799447_n.jpg,541,312,license_plate,194,201,346,241
61596217_1956078347837248_3839969756425748480_n.jpg,645,484,license_plate,402,272,509,309
1658333_488115487966882_1991612410_o.jpg,1772,1181,license_plate,1221,666,1492,774
1799866_481003395344758_1499996913_o.jpg,1285,563,license_plate,497,437,596,471
10457406_580758152035948_3506750987197438582_o.jpg,2048,1536,license_plate,527,679,669,740
57076324_1895065063938577_2735579303499530240_o.jpg,1233,1233,license_plate,399,502,641,634
21248408_1232126186899138_6947249890831665112_o.jpg,1438,973,license_plate,519,544,747,599
10372514_577408152370948_7794480495934783485_n.jpg,960,720,license_plate,337,385,474,418
71202322_2141824399262641_2884940781242548224_o.jpg,1061,647,license_plate,822,253,855,262
71202322_2141824399262641_2884940781242548224_o.jpg,1061,647,license_plate,350,431,487,464
13417618_862529163858844_3048335536225266969_n.jpg,960,720,license_plate,566,395,664,439
11214290_708629052582190_7529732211922744894_n.jpg,960,731,license_plate,344,361,515,407
10273149_624625074315922_6119559298612019826_o.jpg,1530,1124,license_plate,297,679,520,737
12143161_744576922320736_5871491706021088373_n.jpg,720,960,license_plate,618,483,669,504
12143161_744576922320736_5871491706021088373_n.jpg,720,960,license_plate,434,514,505,538
25158229_1319060428205713_3582937366930929175_n.jpg,720,960,license_plate,370,677,591,734
13133143_840129596098801_5970847559704670813_n.jpg,945,727,license_plate,1,510,134,568
13119923_838103799634714_4199396556949868032_o.jpg,2048,1536,license_plate,1063,1220,1268,1297
21015701_1222238407887916_3972642918239682448_o.jpg,1915,1535,license_plate,774,1033,1227,1107
31769780_1448777371900684_6558277506074411008_o.jpg,1038,971,license_plate,436,648,690,701
14715604_951593518285741_7431069816889765380_o.jpg,2048,1727,license_plate,1481,1175,1855,1297
12743878_799248013520293_8509039877363930278_n.jpg,419,316,license_plate,159,229,260,253
22050244_1255349464576810_6472054687463101840_n.jpg,664,674,license_plate,168,430,336,476
64728289_2003450499766699_3374426113634729984_o.jpg,1745,1252,license_plate,1018,626,1338,696
14712951_948306645281095_8220006628221944707_o.jpg,2048,1536,license_plate,385,1145,658,1212
10983218_639449059500190_3620270340214345461_n.jpg,540,960,license_plate,496,493,538,506
10983218_639449059500190_3620270340214345461_n.jpg,540,960,license_plate,243,493,300,510
15109382_977508579027568_5369626283709298645_n.jpg,725,577,license_plate,311,306,406,363
52188064_1816260648485686_4677226205752066048_n.jpg,873,655,license_plate,388,338,626,410
16665199_1052964698148622_774595908509370300_o.jpg,1007,1272,license_plate,366,825,660,901
54798135_1862972050481212_831174496462307328_o.jpg,2048,1119,license_plate,903,849,1282,932
18954725_1158390214272736_3802577379605302701_o.jpg,1252,746,license_plate,1033,412,1137,485
58779114_1910590412386042_8221445403233484800_n.jpg,729,450,license_plate,144,219,232,255
82642405_2404774359634309_3970829872267264000_n.jpg,466,505,license_plate,378,155,419,171
82642405_2404774359634309_3970829872267264000_n.jpg,466,505,license_plate,187,341,308,374
13124664_839515966160164_3417567402658778629_n.jpg,960,540,license_plate,406,284,464,302
52883785_1831525853625832_7700530028450152448_n.jpg,800,672,license_plate,598,215,688,241
71715007_2163047640473650_2429029384296857600_n.jpg,556,535,license_plate,307,250,409,276
13220535_845289925582768_5281063277567320333_o.jpg,1772,1181,license_plate,294,717,509,765
15349672_1000618543383238_6613076713055566736_n.jpg,640,960,license_plate,427,567,549,593
10634028_600412836737146_5508583104392718844_o.jpg,1530,1412,license_plate,463,848,732,911
29064488_1404939829617772_5592026701780185500_o.jpg,2048,1545,license_plate,354,935,755,1072
11154658_671860309592398_3748281266380151400_o.jpg,1000,750,license_plate,728,593,895,691
20494_710736225704806_6434806716865659134_n.jpg,960,640,license_plate,208,423,396,469
23275410_1286264721485284_2278442843305231258_o.jpg,1366,907,license_plate,261,594,455,670
26230499_1344065049038584_1990580326273677701_n.jpg,640,932,license_plate,211,424,499,498
11986324_729515663826862_5176090850450965986_n.jpg,524,649,license_plate,339,413,433,452
12140640_748483541930074_1878184672138615506_n.jpg,960,576,license_plate,422,271,498,290
81196634_2375351272576618_2681248761774080000_o.jpg,1422,1096,license_plate,259,707,611,801
15170755_982461685198924_2790514180557227598_n.jpg,436,325,license_plate,183,270,264,289
41741402_1617132388398514_9079850778331447296_n.jpg,599,552,license_plate,364,337,453,377
23215800_1285542128224210_7037254318939302404_o.jpg,1269,1208,license_plate,459,720,801,812
12565638_782933948485033_6357366250163217481_n.jpg,720,960,license_plate,234,637,453,679
13227595_843848455726915_5214008483113276594_o.jpg,1196,673,license_plate,468,395,585,419
28471825_1391353707643051_2597299005540509229_n.jpg,526,625,license_plate,145,358,269,386
10511176_617327221712374_5278317451407454170_n.jpg,960,960,license_plate,887,447,920,455
10511176_617327221712374_5278317451407454170_n.jpg,960,960,license_plate,786,455,813,463
10511176_617327221712374_5278317451407454170_n.jpg,960,960,license_plate,700,442,725,451
10511176_617327221712374_5278317451407454170_n.jpg,960,960,license_plate,537,578,630,602
10486207_640447059400390_3241186138861883469_n.jpg,719,705,license_plate,602,331,658,361
13064714_848071411971286_7671247183528822718_o.jpg,1556,793,license_plate,971,429,1122,477
70478193_2148666328578448_8517380611411804160_n.jpg,591,591,license_plate,178,408,363,454
18422075_1133923726719385_5454745554831529_o.jpg,1812,1359,license_plate,1006,747,1295,821
49696316_1764707216974363_1118871416201019392_n.jpg,700,552,license_plate,310,313,469,348
18595201_1144813718963719_1772529332047963122_o.jpg,2048,1536,license_plate,1556,645,1601,691
18595201_1144813718963719_1772529332047963122_o.jpg,2048,1536,license_plate,1345,1173,1691,1328
13475071_867958596649234_1056230054908162383_o.jpg,1128,773,license_plate,433,462,560,497
72129184_2194595780652169_3239942574403747840_n.jpg,440,615,license_plate,193,522,308,572
12186555_754153208029774_849742722204008057_o.jpg,1366,768,license_plate,320,374,430,432
15027488_976672865777806_5097708505688307733_n.jpg,571,664,license_plate,313,541,416,587
81726486_2377415475703531_7440111390901141504_n.jpg,697,670,license_plate,346,391,531,438
78420725_2313369932108086_1486045344247578624_o.jpg,1583,1146,license_plate,223,738,481,830
10688196_574948035950293_7196655768497256427_o.jpg,1024,823,license_plate,495,508,695,549
11103177_664897986955297_8798227940532220399_o.jpg,1632,918,license_plate,707,429,857,463
37866865_1546142505497503_3793139992830672896_n.jpg,540,960,license_plate,119,412,503,553
45281081_1675755709202848_6033723512307318784_n.jpg,352,480,license_plate,141,324,230,342
41991275_1621027638008989_6752736204849938432_n.jpg,569,467,license_plate,229,230,339,262
10410237_606260229485740_2854315886280834110_n.jpg,632,511,license_plate,209,252,278,274
10006009_498347593610338_6564315079427875280_o.jpg,1215,759,license_plate,677,598,841,645
12938297_822216097890151_5489752165885586632_n.jpg,960,540,license_plate,245,269,274,277
12938297_822216097890151_5489752165885586632_n.jpg,960,540,license_plate,333,363,396,377
56310288_1879615232150227_5270739528703803392_n.jpg,350,401,license_plate,127,270,233,295
13087207_838357916275969_9087723492935655618_o.jpg,2048,1267,license_plate,1575,807,1797,928
15000799_966455933466166_1607937942206888223_o.jpg,1359,1030,license_plate,347,707,671,782
28576484_1393786920733063_9149809675806597424_n.jpg,819,713,license_plate,544,297,667,325
35850754_1498093636969057_414028580977115136_o.jpg,1719,1399,license_plate,922,995,1320,1116
81525915_2383766895068389_1580822370388541440_n.jpg,812,589,license_plate,126,265,264,314
1617850_599451870166576_2252963803381707102_o.jpg,2048,1154,license_plate,1915,756,2043,806
1617850_599451870166576_2252963803381707102_o.jpg,2048,1154,license_plate,851,834,1129,892
12742484_798898613555233_1994549602060685846_n.jpg,817,566,license_plate,464,350,543,372
12805982_805332742911820_5113485194007819948_n.jpg,766,546,license_plate,525,394,661,452
16822_639511479493948_1819012170380787246_n.jpg,960,720,license_plate,337,343,420,376
14633530_950017058443387_5923419141958235385_o.jpg,1536,2048,license_plate,1284,894,1423,994
14633530_950017058443387_5923419141958235385_o.jpg,1536,2048,license_plate,82,1256,452,1488
12654388_787978647980563_8254799715047674080_n.jpg,670,513,license_plate,363,311,423,327
1233603_587252768053153_3567411496736155460_n.png,838,509,license_plate,123,301,243,347
61344549_1963730437072039_4339553467463892992_o.jpg,1418,1076,license_plate,334,428,585,512
28336831_1388863604558728_8772078523936156198_o.jpg,979,718,license_plate,203,491,331,541
10955692_638970846214678_3142262493205049809_o.jpg,2048,1536,license_plate,272,444,321,453
10955692_638970846214678_3142262493205049809_o.jpg,2048,1536,license_plate,427,561,528,589
10955692_638970846214678_3142262493205049809_o.jpg,2048,1536,license_plate,942,979,1234,1068
14352521_923116621133431_9084449904870022945_o.jpg,1315,1426,license_plate,377,781,545,822
64502120_1997620333683049_5030410643631505408_o.jpg,1314,1066,license_plate,534,824,889,912
28699140_1402000746578347_3870251067950377195_o.jpg,1271,921,license_plate,215,675,480,752
12240200_758478300930598_5594578096814785346_o.jpg,1772,1181,license_plate,1153,718,1388,770
17634724_1094064934038598_5215173159346302900_n.jpg,576,506,license_plate,249,297,353,321
858728_773708782740883_7362395085943575705_o.jpg,1408,920,license_plate,634,560,975,636
20626788_1207240262721064_7358864381855679932_o.jpg,1900,1572,license_plate,734,1025,1040,1080
18451472_1137896892988735_6309618637772744103_o.jpg,2048,1365,license_plate,828,976,1269,1060
80573550_2364896253622120_2373088620677431296_o.jpg,2048,1508,license_plate,154,1089,452,1251
12291056_760431100735318_5730289661336442519_o.jpg,1536,2048,license_plate,940,1331,1285,1473
10401397_535768726534891_1333709016820703873_n.jpg,700,525,license_plate,495,213,547,230
41525950_1614906478621105_3772268809709158400_o.jpg,2048,1326,license_plate,1323,887,1703,989
56218169_1882465571865193_2996854688239845376_o.jpg,2048,1858,license_plate,1312,1341,1804,1558
26231458_1353267841451638_6491493126555930050_n.jpg,781,480,license_plate,234,335,385,372
22496253_1270004323111324_4886201605550731017_o.jpg,1664,1391,license_plate,609,915,1019,997
44765810_1662168493894903_5106934123188977664_o.jpg,2048,1254,license_plate,1147,736,1579,855
16252478_1043877882390637_7816661627644210900_o.jpg,1078,642,license_plate,466,447,710,501
18814797_1153508454760912_7805186743426044738_o.jpg,2048,2005,license_plate,564,1379,1088,1505
49242138_1768561033255648_5651094350604533760_n.jpg,706,819,license_plate,239,352,408,396
78570177_2319752001469879_1664508279142744064_o.jpg,1086,1260,license_plate,467,618,739,680
74602855_2301597023285377_1113843882103144448_n.jpg,700,820,license_plate,144,520,317,573
12794655_806478879463873_5304140825817609498_o.jpg,1200,800,license_plate,908,540,1011,632
31290686_1439947586116996_3646946341049537388_n.jpg,960,757,license_plate,633,382,810,422
12593656_787911021320659_2152333364846200887_o.jpg,1904,1312,license_plate,235,724,469,807
12888521_819202234858204_3544569248969312087_o.jpg,2048,1572,license_plate,829,1212,1404,1337
38928785_1573657996079287_6295766210134933504_n.jpg,480,480,license_plate,247,360,296,399
30743793_1436179033160518_8767951391427292226_n.jpg,767,636,license_plate,405,317,526,351
34507552_1478719505573137_3613049454308884480_o.jpg,2048,1445,license_plate,706,1018,1228,1138
62400938_1981167381995011_8439245355182194688_o.jpg,2000,1448,license_plate,501,853,898,969
60290802_1933830530062030_6358203223458709504_o.jpg,1323,1147,license_plate,462,695,761,756
39200068_1578839958894424_2633641282680913920_n.jpg,782,527,license_plate,160,296,239,323
45636062_1684362958342123_2810667087159099392_n.jpg,900,835,license_plate,555,407,773,504
64980281_2008673619244387_767523527812186112_o.jpg,1991,1760,license_plate,576,1117,1134,1258
36129561_1502585596519861_3981646695862632448_o.jpg,2020,1323,license_plate,1602,845,1875,1029
37640872_1541375352640885_1449058559068209152_o.jpg,1920,923,license_plate,660,469,1429,913
36327401_1508383135940107_2986622139110522880_o.jpg,1031,849,license_plate,208,426,438,485
56716205_1889490881162662_8416003010810871808_o.jpg,1231,1058,license_plate,501,721,773,792
65636512_2020009331444149_339119154424446976_n.jpg,605,523,license_plate,397,279,482,309
14311419_922962684482158_8027650896318622632_o.jpg,797,1051,license_plate,474,580,601,605
15589956_1010972822347810_6955295204026270678_n.jpg,354,229,license_plate,237,118,272,131
43296417_1642441292534290_229336139616485376_o.jpg,1125,871,license_plate,381,604,658,657
10377175_531734303605000_311769068655825331_n.jpg,720,960,license_plate,567,464,693,551
11693998_708739969237765_6638051359838648838_n.jpg,900,600,license_plate,176,434,271,471
17973765_1111699878941770_2402320842465813188_o.jpg,1886,1036,license_plate,1430,679,1677,797
17017019_1068463159932109_6051595999787859513_o.jpg,884,1024,license_plate,305,751,567,799
52859651_1817649675013450_7417250164747796480_o.jpg,1129,819,license_plate,584,390,801,440
29497947_1409828272462261_4430299299088551534_n.jpg,682,715,license_plate,86,365,136,385
27912794_1369531316491957_4885333033026583225_o.jpg,1108,997,license_plate,563,463,743,506
13735142_879291528849274_3666532153467838660_o.jpg,993,726,license_plate,280,541,598,635
10407505_620569244721505_1080142574305154694_n.jpg,666,444,license_plate,507,289,550,300
10550048_749652678479827_1916452631935110983_o.jpg,2048,1536,license_plate,1404,528,1509,572
10550048_749652678479827_1916452631935110983_o.jpg,2048,1536,license_plate,424,714,734,791
74784150_2258170180961395_8423625744537616384_o.jpg,1990,1887,license_plate,610,1343,1227,1464
12513609_786229368155491_5280891512833450965_o.jpg,1024,785,license_plate,376,577,460,599
11312681_691254630986299_6973807302133073613_o.jpg,1224,1026,license_plate,323,663,565,718
37754840_1542367489208338_8348744003344138240_n.jpg,705,715,license_plate,153,486,334,545
53110458_1832862883492129_7427474965756116992_o.jpg,1684,1422,license_plate,428,833,889,1052
49633950_1755217131256705_7648673898988306432_n.jpg,576,573,license_plate,184,307,379,416
23511346_1291054051006351_3898680160134536536_o.jpg,2048,1165,license_plate,1732,771,1950,857
10527905_671782676266828_7467667573601626324_n.jpg,591,335,license_plate,421,154,457,162
10527905_671782676266828_7467667573601626324_n.jpg,591,335,license_plate,395,252,445,290
13247955_848178315293929_5860484188355894419_o.jpg,1200,800,license_plate,234,495,346,540
30815898_1441343102644111_397266241991121215_o.jpg,1969,1666,license_plate,740,1309,1510,1461
12671988_812026495575778_6545536354604255152_o.jpg,1291,820,license_plate,259,618,571,703
77347117_2297833846995028_830816661262041088_o.jpg,2048,1736,license_plate,811,720,1380,851
47502314_1720687638042988_606396511147786240_o.jpg,1070,852,license_plate,289,373,492,432
10665195_576217149156715_5801818640888143731_n.jpg,745,430,license_plate,432,215,510,241
28872783_1397861940325561_3102406543102881166_n.jpg,667,514,license_plate,101,291,176,319
1452012_445638922214539_1861732558_n.jpg,620,415,license_plate,310,155,350,171
1452012_445638922214539_1861732558_n.jpg,620,415,license_plate,170,191,236,210
1452012_445638922214539_1861732558_n.jpg,620,415,license_plate,227,274,308,309
69306642_2117768125001602_4326123581470670848_n.jpg,523,356,license_plate,98,170,174,200
27993716_1379957198782702_1429408659873946219_o.jpg,2048,1333,license_plate,596,776,857,863
54522131_1860065330771884_569526574848671744_n.jpg,335,240,license_plate,180,160,245,178
21740686_1241660649279025_7690127581817026394_n.jpg,773,726,license_plate,161,458,346,500
19756758_1179986112113146_6485832463715187439_n.jpg,589,486,license_plate,311,325,447,375
23658329_1294612960650460_861650874681879428_n.jpg,468,397,license_plate,219,207,314,234
56940329_1889969734448110_7152014025591619584_o.jpg,2048,1754,license_plate,557,835,1082,963
13987434_897469477031479_6346161554288626262_o.jpg,2048,1536,license_plate,1352,1050,1644,1213
13528230_870359563075804_3311897960285678938_o.jpg,2048,1536,license_plate,730,798,996,961
13220793_844904942287933_2679857404143227171_o.jpg,1140,761,license_plate,100,283,187,306
13220793_844904942287933_2679857404143227171_o.jpg,1140,761,license_plate,461,440,619,475
43632711_1645545792223840_2631752957359554560_o.jpg,2000,1744,license_plate,1540,987,1933,1050
67127474_2054977604613988_208053236635009024_o.jpg,2048,1266,license_plate,1372,528,1677,644
78953511_2299176256860787_3384325828568416256_o.jpg,2048,1356,license_plate,1598,576,1790,658
27973210_1379287445516344_4811480766896348710_n.jpg,267,255,license_plate,59,146,119,160
30740660_1436132129831875_3779175891718700236_n.jpg,766,652,license_plate,368,341,510,370
68504988_2102054249906323_1335716072933818368_n.jpg,615,570,license_plate,123,302,243,350
10660085_580996495345447_8538743468317265475_n.jpg,960,720,license_plate,467,457,534,474
46668663_1701500493295036_1489544256535134208_n.jpg,355,301,license_plate,214,168,262,182
20429977_1204643989647358_2305488216871715032_n.jpg,794,817,license_plate,376,443,539,487
29983623_1425289704249451_3075266389595086841_o.jpg,1772,1390,license_plate,636,1006,972,1089
64483228_1999782353466847_3647656733116989440_o.jpg,2048,1209,license_plate,1523,783,1811,867
